dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
P0037,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 1 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0038,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 1 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0039,Turbo/Super Charger Bypass Valve Control Circuit Range/Performance,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0040,Oxygen Sensor Signals Swapped Bank 1 Sensor 1 / Bank 2 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0041,Oxygen Sensor Signals Swapped Bank 1 Sensor 2 / Bank 2 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0042,"HO2S Heater Control Circuit (Bank 1, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0043,"HO2S Heater Control Circuit Low (Bank 1, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0044,"HO2S Heater Control Circuit High (Bank 1, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0046,Turbocharger/Supercharger Boost Control 'A' Circuit Range/Performance,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0047,Turbocharger/Supercharger Boost Control 'A' Circuit Low,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0048,Turbocharger/Supercharger Boost Control 'A' Circuit High,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0049,Turbo/Super Charger Turbine Overspeed,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0050,Heated Oxygen Sensor (HO2S) Heater Circuit Bank 2 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0051,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 2 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0052,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 2 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0053,HO2S Heater Resistance Bank 1 Sensor 1 (PCM),Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0054,HO2S Heater Resistance Bank 1 Sensor 2 (PCM),Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0055,HO2S Heater Resistance Bank 1 Sensor 3 (PCM),Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0056,Heated Oxygen Sensor (HO2S) Heater Circuit Bank 2 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0057,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 2 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0058,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 2 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0059,"HO2S Heater Resistance (Bank 2, Sensor 1)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0060,"HO2S Heater Resistance (Bank 2, Sensor 2)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0061,"HO2S Heater Resistance (Bank 2, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0062,"HO2S Heater Control Circuit (Bank 2, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0063,"HO2S Heater Control Circuit Low (Bank 2, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0064,"HO2S Heater Control Circuit High (Bank 2, Sensor 3)",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0065,Air Assisted Injector Control Range/Performance,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P0066,Air Assisted Injector Control Circuit or Circuit Low,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P0067,Air Assisted Injector Control Circuit or Circuit High,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
